任务ID,任务名称,任务类型,最早开始时间,最晚结束时间,任务时长,实际开始时间,实际结束时间,需要人数,已分配人数,是否已分配,是否缺人,分配的员工ID
8a69df6f9a4879a7019aa16a4c932d92,进港押运,0,23:45,24:05,1200,23:45,24:05,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16a4ca32e03,进港押运,0,00:15,00:35,1200,00:15,00:35,3,3,是,否,8a69d1308b362afd018b5b907db5002f;8a69d1308b362afd018b5b907dc80063;8a69d1308b362afd018b5b907dc40054
8a69df6f9a4879a7019aa16a4ca62e16,进港押运,0,23:40,24:00,1200,23:40,24:00,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16a4ca72e22,进港押运,0,23:45,24:05,1200,23:45,24:05,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16a4ca92e2c,进港押运,0,21:25,21:45,1200,21:25,21:45,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69ef279a4879aa019aa58db6705537,进港卸机,0,18:40,19:25,2160,18:40,19:16,3,3,是,否,8a69d1308b362afd018b5b907db5002f;8a69d1308b362afd018b5b907dc80063;8a69d1308b362afd018b5b907dc40054
8a69ef279a4879aa019aa58db6715538,进港卸机,0,18:40,19:25,2160,18:40,19:16,3,3,是,否,8a69c2b08ccfe40a018cf31fc80007a9;8a69d1308b362afd018b5b907db10028;8a69d1308b362afd018b5b907dc2004d
8a69ef279a4879aa019aa58db6715539,进港卸机,0,18:40,19:25,2160,18:40,19:16,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019a9c52e72d1770,进港卸机,0,00:28,00:58,1800,00:28,00:58,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019a9c52e72d1771,进港卸机,0,00:28,00:58,1800,00:28,00:58,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019a9c52e72d1772,进港卸机,0,00:28,00:58,1800,00:28,00:58,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019a9c53c0c733e5,进港押运,0,00:58,01:18,1200,00:58,01:18,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69cc739a4879aa019aa1a321871bf3,进港卸机,0,00:42,01:12,1800,00:42,01:12,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69cc739a4879aa019aa1a321871bf4,进港卸机,0,00:42,01:12,1800,00:42,01:12,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69cc739a4879aa019aa1a321871bf5,进港卸机,0,00:42,01:12,1800,00:42,01:12,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019a9c52e6f11629,进港卸机,0,00:42,01:12,1800,00:42,01:12,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019a9c52e6f2162a,进港卸机,0,00:42,01:12,1800,00:42,01:12,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019a9c52e6f2162b,进港卸机,0,00:42,01:12,1800,00:42,01:12,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019a9c53c0b2334a,进港押运,0,01:12,01:32,1200,01:12,01:32,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69c2fb9a4879b0019aa1d573eb4342,进港卸机,0,00:45,01:15,1800,00:45,01:15,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69c2fb9a4879b0019aa1d573eb4343,进港卸机,0,00:45,01:15,1800,00:45,01:15,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69c2fb9a4879b0019aa1d573eb4344,进港卸机,0,00:45,01:15,1800,00:45,01:15,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019a9c52e71416cb,进港卸机,0,00:45,01:15,1800,00:45,01:15,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019a9c52e71416cc,进港卸机,0,00:45,01:15,1800,00:45,01:15,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019a9c52e71516cd,进港卸机,0,00:45,01:15,1800,00:45,01:15,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019a9c53c0b2334d,进港押运,0,01:15,01:35,1200,01:15,01:35,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019a9c52e75918b3,进港卸机,0,00:49,01:19,1800,00:49,01:19,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019a9c52e75918b4,进港卸机,0,00:49,01:19,1800,00:49,01:19,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019a9c52e75a18b5,进港卸机,0,00:49,01:19,1800,00:49,01:19,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019a9c53c0b33350,进港押运,0,01:19,01:39,1200,01:19,01:39,3,3,是,否,8a69c2b08ccfe40a018cf31fc80007a9;8a69d1308b362afd018b5b907db10028;8a69d1308b362afd018b5b907dc2004d
8a69df6f9a4879a7019aa16921d40645,进港卸机,0,05:49,06:29,2400,05:49,06:29,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa16921d40646,进港卸机,0,05:49,06:29,2400,05:49,06:29,3,3,是,否,8a69d1308b362afd018b5b907dd0007f;8a69d1308b362afd018b5b907dac0021;8a69d1308b362afd018b5b907db5002e
8a69df6f9a4879a7019aa16921d50647,进港卸机,0,05:49,06:29,2400,05:49,06:29,3,3,是,否,8a69d1308b362afd018b5b907dce007a;8a69d1308b362afd018b5b907dbd003a;8a69d1308b362afd018b5b907db3002b
8a69df6f9a4879a7019aa16921d50648,进港卸机,0,05:49,06:29,2400,05:49,06:29,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16921d50649,进港卸机,0,05:49,06:29,2400,05:49,06:29,3,3,是,否,8a69c2b08ccfe40a018cf31fc80007a9;8a69d1308b362afd018b5b907db10028;8a69d1308b362afd018b5b907dc2004d
8a69df6f9a4879a7019aa16921d5064a,进港卸机,0,05:49,06:29,2400,05:49,06:29,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16921d5064b,进港押运,0,06:19,06:44,1500,06:19,06:44,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa1692234090b,进港卸机,0,06:47,07:17,1800,06:47,07:17,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa1692234090c,进港卸机,0,06:47,07:17,1800,06:47,07:17,3,3,是,否,8a69d1308b362afd018b5b907dd0007f;8a69d1308b362afd018b5b907dac0021;8a69d1308b362afd018b5b907db5002e
8a69df6f9a4879a7019aa1692234090d,进港卸机,0,06:47,07:17,1800,06:47,07:17,3,3,是,否,8a69d1308b362afd018b5b907dce007a;8a69d1308b362afd018b5b907dbd003a;8a69d1308b362afd018b5b907db3002b
8a69df6f9a4879a7019aa1692234090e,进港押运,0,07:17,07:42,1500,07:17,07:42,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169226e0aba,进港卸机,0,07:05,08:40,3000,07:05,07:55,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169226e0abb,进港卸机,0,07:05,08:40,3000,07:05,07:55,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169226f0abc,进港卸机,0,07:05,08:40,3000,07:05,07:55,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169226f0abd,进港卸机,0,07:05,08:40,3000,07:05,07:55,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169226f0abe,进港卸机,0,07:05,08:40,3000,07:05,07:55,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169226f0abf,进港卸机,0,07:05,08:40,3000,07:05,07:55,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69c2fb9a4879b0019aa36cdfea78e3,进港卸机,0,08:22,09:15,2160,08:22,08:58,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69c2fb9a4879b0019aa36cdfeb78e4,进港卸机,0,08:22,09:15,2160,08:22,08:58,3,3,是,否,8a69d1308b362afd018b5b907dd0007f;8a69d1308b362afd018b5b907dac0021;8a69d1308b362afd018b5b907db5002e
8a69c2fb9a4879b0019aa36cdfeb78e5,进港卸机,0,08:22,09:15,2160,08:22,08:58,3,3,是,否,8a69d1308b362afd018b5b907dce007a;8a69d1308b362afd018b5b907dbd003a;8a69d1308b362afd018b5b907db3002b
8a69df6f9a4879a7019aa1692476198e,进港卸机,0,08:22,09:15,2160,08:22,08:58,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa1692476198f,进港卸机,0,08:22,09:15,2160,08:22,08:58,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16924761990,进港卸机,0,08:22,09:15,2160,08:22,08:58,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16922e10e01,进港卸机,0,08:42,10:10,2160,08:42,09:18,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16922e10e02,进港卸机,0,08:42,10:10,2160,08:42,09:18,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16922e20e03,进港卸机,0,08:42,10:10,2160,08:42,09:18,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16922e20e04,进港卸机,0,08:42,10:10,2160,08:42,09:18,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16922e20e05,进港卸机,0,08:42,10:10,2160,08:42,09:18,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16922e20e06,进港卸机,0,08:42,10:10,2160,08:42,09:18,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa3995d072574,进港卸机,0,08:42,10:10,1800,08:42,09:12,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa3995d072575,进港卸机,0,08:42,10:10,1800,08:42,09:12,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa3995d072576,进港卸机,0,08:42,10:10,1800,08:42,09:12,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa3d4e56a2948,进港卸机,0,09:12,10:35,2160,09:12,09:48,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa3d4e56b2949,进港卸机,0,09:12,10:35,2160,09:12,09:48,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa3d4e56b294a,进港卸机,0,09:12,10:35,2160,09:12,09:48,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69ec969a4879bc019aa497eaca17f4,进港卸机,0,09:12,10:35,2160,09:12,09:48,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69ec969a4879bc019aa497eaca17f5,进港卸机,0,09:12,10:35,2160,09:12,09:48,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69ec969a4879bc019aa497eaca17f6,进港卸机,0,09:12,10:35,2160,09:12,09:48,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169253b1f43,进港卸机,0,09:44,10:50,2160,09:44,10:20,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa169253c1f44,进港卸机,0,09:44,10:50,2160,09:44,10:20,3,3,是,否,8a69d1308b362afd018b5b907dd0007f;8a69d1308b362afd018b5b907dac0021;8a69d1308b362afd018b5b907db5002e
8a69df6f9a4879a7019aa169253c1f45,进港卸机,0,09:44,10:50,2160,09:44,10:20,3,3,是,否,8a69d1308b362afd018b5b907dce007a;8a69d1308b362afd018b5b907dbd003a;8a69d1308b362afd018b5b907db3002b
8a69ec969a4879bc019aa4abdeda1ba8,进港卸机,0,09:44,10:50,2160,09:44,10:20,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69ec969a4879bc019aa4abdedb1ba9,进港卸机,0,09:44,10:50,2160,09:44,10:20,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69ec969a4879bc019aa4abdedb1baa,进港卸机,0,09:44,10:50,2160,09:44,10:20,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169241116b1,进港卸机,0,09:52,10:35,2160,09:52,10:28,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169241116b2,进港卸机,0,09:52,10:35,2160,09:52,10:28,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169241216b3,进港卸机,0,09:52,10:35,2160,09:52,10:28,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16923b113ef,进港卸机,0,10:06,11:05,2160,10:06,10:42,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16923b113f0,进港卸机,0,10:06,11:05,2160,10:06,10:42,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16923b113f1,进港卸机,0,10:06,11:05,2160,10:06,10:42,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa3960dfa20e0,进港卸机,0,10:06,11:05,2160,10:06,10:42,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa3960dfa20e1,进港卸机,0,10:06,11:05,2160,10:06,10:42,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa3960dfa20e2,进港卸机,0,10:06,11:05,2160,10:06,10:42,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16921fb0768,进港卸机,0,10:10,11:10,2160,10:10,10:46,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16921fc0769,进港卸机,0,10:10,11:10,2160,10:10,10:46,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16921fc076a,进港卸机,0,10:10,11:10,2160,10:10,10:46,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16921fc076b,进港卸机,0,10:10,11:10,2160,10:10,10:46,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16921fc076c,进港卸机,0,10:10,11:10,2160,10:10,10:46,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16921fc076d,进港卸机,0,10:10,11:10,2160,10:10,10:46,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69cc739a4879aa019aa3ccf1d77452,进港卸机,0,10:18,11:20,2160,10:18,10:54,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69cc739a4879aa019aa3ccf1d77453,进港卸机,0,10:18,11:20,2160,10:18,10:54,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69cc739a4879aa019aa3ccf1d87454,进港卸机,0,10:18,11:20,2160,10:18,10:54,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16923a01372,进港卸机,0,10:18,11:20,2160,10:18,10:54,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16923a01373,进港卸机,0,10:18,11:20,2160,10:18,10:54,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16923a01374,进港卸机,0,10:18,11:20,2160,10:18,10:54,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169220807c6,进港卸机,0,10:22,11:10,2160,10:22,10:58,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169220807c7,进港卸机,0,10:22,11:10,2160,10:22,10:58,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169220807c8,进港卸机,0,10:22,11:10,2160,10:22,10:58,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69d1d79a4879ac019aa3df4f07755f,进港卸机,0,10:34,11:35,2160,10:34,11:10,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69d1d79a4879ac019aa3df4f077560,进港卸机,0,10:34,11:35,2160,10:34,11:10,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69d1d79a4879ac019aa3df4f077561,进港卸机,0,10:34,11:35,2160,10:34,11:10,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16925f2242f,进港卸机,0,10:34,11:35,2160,10:34,11:10,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16925f22430,进港卸机,0,10:34,11:35,2160,10:34,11:10,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16925f22431,进港卸机,0,10:34,11:35,2160,10:34,11:10,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa40a4f34388e,进港卸机,0,10:47,11:23,2160,10:47,11:23,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa40a4f34388f,进港卸机,0,10:47,11:23,2160,10:47,11:23,3,3,是,否,8a69d1308b362afd018b5b907dd0007f;8a69d1308b362afd018b5b907dac0021;8a69d1308b362afd018b5b907db5002e
8a69df6f9a4879a7019aa40a4f343890,进港卸机,0,10:47,11:23,2160,10:47,11:23,3,3,是,否,8a69d1308b362afd018b5b907dce007a;8a69d1308b362afd018b5b907dbd003a;8a69d1308b362afd018b5b907db3002b
8a69df6f9a4879a7019aa424c4cd42b5,进港卸机,0,10:47,11:23,2160,10:47,11:23,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa424c4ce42b6,进港卸机,0,10:47,11:23,2160,10:47,11:23,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa424c4ce42b7,进港卸机,0,10:47,11:23,2160,10:47,11:23,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16922580a17,进港卸机,0,10:51,11:55,2160,10:51,11:27,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16922580a18,进港卸机,0,10:51,11:55,2160,10:51,11:27,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16922580a19,进港卸机,0,10:51,11:55,2160,10:51,11:27,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69ec969a4879bc019aa4dd61512cc2,进港卸机,0,10:51,11:55,2160,10:51,11:27,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69ec969a4879bc019aa4dd61512cc3,进港卸机,0,10:51,11:55,2160,10:51,11:27,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
